
[
[          255983616,   55996416, 6999552,624960,41664,2016, 64, 1],
[         3167797248,  335978496,18665472,624960,10416,   0,  0, 0],
[        24066015232, 1224921600,29164800,312480,    0,   0,  0, 0],
[       143386378240, 3444779520,33435360, 89280,    0,   0,  0, 0],
[       727361445888, 8065983744,29789760, 11160,    0,   0,  0, 0],
[      3255774283776,16222961664,20852832,     0,    0,   0,  0, 0],
[     13093092655104,28435680000,11374272,     0,    0,   0,  0, 0],
[     47796299698176,43764698880, 4739280,     0,    0,   0,  0, 0],
[    159447718883328,59399948160, 1458240,     0,    0,   0,  0, 0],
[    488451200955648,71280937728,  312480,     0,    0,   0,  0, 0],
[   1379298894220800,75736121328,   41664,     0,    0,   0,  0, 0],
[   3601629390132480,71281062720,    2604,     0,    0,   0,  0, 0],
[   8719834356549120,59400885600,       0,     0,    0,   0,  0, 0],
[  19619697332753280,43769073600,       0,     0,    0,   0,  0, 0],
[  41107980620851200,28449897840,       0,     0,    0,   0,  0, 0],
[  80347440314695680,16257084480,       0,     0,    0,   0,  0, 0],
[ 146721424057850880, 8128542240,       0,     0,    0,   0,  0, 0],
[ 250649104144360320, 3534148800,       0,     0,    0,   0,  0, 0],
[ 401038568327367936, 1325305800,       0,     0,    0,   0,  0, 0],
[ 601557853013018496,  424097856,       0,     0,    0,   0,  0, 0],
[ 846636978449943296,  114180192,       0,     0,    0,   0,  0, 0],
[1118770292980708928,   25373376,       0,     0,    0,   0,  0, 0],
[1388818294739672832,    4530960,       0,     0,    0,   0,  0, 0],
[1620288010530284928,     624960,       0,     0,    0,   0,  0, 0],
[1777090076065538304,      62496,       0,     0,    0,   0,  0, 0],
[1832624140942590408,       4032,       0,     0,    0,   0,  0, 0],
[1777090076065542336,        126,       0,     0,    0,   0,  0, 0],
[1620288010530347424,          0,       0,     0,    0,   0,  0, 0],
[1388818294740297792,          0,       0,     0,    0,   0,  0, 0],
[1118770292985239888,          0,       0,     0,    0,   0,  0, 0],
[ 846636978475316672,          0,       0,     0,    0,   0,  0, 0],
[ 601557853127198688,          0,       0,     0,    0,   0,  0, 0],
[ 401038568751465792,          0,       0,     0,    0,   0,  0, 0],
[ 250649105469666120,          0,       0,     0,    0,   0,  0, 0],
[ 146721427591999680,          0,       0,     0,    0,   0,  0, 0],
[  80347448443237920,          0,       0,     0,    0,   0,  0, 0],
[  41107996877935680,          0,       0,     0,    0,   0,  0, 0],
[  19619725782651120,          0,       0,     0,    0,   0,  0, 0],
[   8719878125622720,          0,       0,     0,    0,   0,  0, 0],
[   3601688791018080,          0,       0,     0,    0,   0,  0, 0],
[   1379370175283520,          0,       0,     0,    0,   0,  0, 0],
[    488526937079580,          0,       0,     0,    0,   0,  0, 0],
[    159518999862720,          0,       0,     0,    0,   0,  0, 0],
[     47855699958816,          0,       0,     0,    0,   0,  0, 0],
[     13136858812224,          0,       0,     0,    0,   0,  0, 0],
[      3284214703056,          0,       0,     0,    0,   0,  0, 0],
[       743595781824,          0,       0,     0,    0,   0,  0, 0],
[       151473214816,          0,       0,     0,    0,   0,  0, 0],
[        27540584512,          0,       0,     0,    0,   0,  0, 0],
[         4426165368,          0,       0,     0,    0,   0,  0, 0],
[          621216192,          0,       0,     0,    0,   0,  0, 0],
[           74974368,          0,       0,     0,    0,   0,  0, 0],
[            7624512,          0,       0,     0,    0,   0,  0, 0],
[             635376,          0,       0,     0,    0,   0,  0, 0],
[              41664,          0,       0,     0,    0,   0,  0, 0],
[               2016,          0,       0,     0,    0,   0,  0, 0],
[                 64,          0,       0,     0,    0,   0,  0, 0],
[                  1,          0,       0,     0,    0,   0,  0, 0]
]

