
[
[  16654593045823488,18850039600250880,12954384690315264,6958643258327040,3186980916166656,1292426847387648,472412251680768,156908773195776,47492008316928,13094176585728,3280114725888,743286426624,151456028416,27539959552,4426154208,621216192,74974368,7624512,635376,41664,2016,64,1],
[  67094665538568192,45147329905950720,18659031921524736,6057243751587840,1670996926685184, 403045832749056, 85653125849088, 15995484723456, 2601363502080,  363192611328,  42663269376,  4099612608,   309355200,   17186400,    624960,    11160,       0,      0,     0,    0,   0, 0,0],
[ 164646014684626944,66606880310820864,16890196974206976,3412525344399360, 589411695237120,  88603987648512, 11540040056832,  1282527912960,  118805729280,    8848124160,    498718080,    18957120,      364560,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 317850977835417600,77864180053524480,12323498605608960,1599281599426560, 182163900764160,  18405076999680,  1617961443840,   121129747200,    7627011840,     392943600,     14999040,      312480,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 528237344182173696,78557058874441728, 7862531245793280, 678898307727360,  54929208305664,   4180335441408,   278686412928,    15928980480,     869361024,      46996992,      1999872,       41664,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 787298159708798976,70905971999342592, 4525548474359808, 270536254571520,  17130675566592,   1103958842112,    55582442496,     1881004608,      62537664,       2937312,       124992,        2604,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1074556148644823040,58185384465940480, 2376360839172096, 102938691502080,   5717755373568,    349929603072,    13729121280,      193112640,       1093680,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1358482895305998336,43711628549607424, 1140355252592640,  37478341232640,   2001111920640,    124090474368,     4222229760,       21561120,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1601145857205092352,30137118940938240,  498411585172480,  12863182259200,    684041218560,     43337226240,     1385223840,        1874880,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1766001996584878080,19071902384123904,  197138412334080,   4046695994880,    212186585856,     13609878912,      426597696,          78120,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1826742320746656768,11065951112466432,   69977804800512,   1129350216960,     56693163072,      3653766144,      114180192,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1774240728840265728, 5875693917770880,   22073907179520,    270868913280,     12585194496,       811948032,       25373376,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1619031530211422208, 2847876544902144,    6117522203520,     54149034240,      2247356160,       144990720,        4530960,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1388315820612575232, 1256179214384640,    1469593440000,      8724832200,       309980160,        19998720,         624960,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[1118588863750242304,  502422652892160,     301006984320,      1084930560,        30998016,         1999872,          62496,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 846578139235727360,  181422093631744,      51469205760,        97493760,         1999872,          129024,           4032,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 601540820997387264,   58838467763712,       7141209600,         5624640,           62496,            4032,            126,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 401034201560358912,   17032068877824,        771825600,          156240,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 250648122852750336,    4367187982080,         60933600,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[ 146721235861896192,     982616837664,          3124800,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[  80347416488220672,     191730103488,            78120,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[  41107992419096064,      31955017248,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[  19619725275964800,       4458839616,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[   8719878080583936,        506686320,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[   3601688788080768,         45038784,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[   1379370175158528,          2937312,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[    488526937076976,           124992,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[    159518999862720,             2604,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[     47855699958816,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[     13136858812224,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[      3284214703056,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[       743595781824,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[       151473214816,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[        27540584512,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[         4426165368,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[          621216192,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[           74974368,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[            7624512,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[             635376,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[              41664,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[               2016,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[                 64,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0],
[                  1,                0,                0,               0,               0,               0,              0,              0,             0,             0,            0,           0,           0,          0,         0,        0,       0,      0,     0,    0,   0, 0,0]
]
